sep=,
DeviceTag:,1
FirmwareVersion:,2.0.0
AppVersion:,2021.0
StartTime: ,2021-10-26_11:48:15_000 GMT+8
© Xsens Technologies B. V. 2005-2021

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Status
21,2109233122,152.01188659667969,-63.42384719848633,25.55167388916016,0.99996858835220,0.00133679341525,-0.00775780342519,-0.00095369480550,0.12218469381332,0.04700678586960,-0.04994291067123,7.30483961105347,2.82330155372620,-3.05709457397461,9.19102859497070,-53.33823013305664,-6.55706119537354,-0.96069335937500,-0.26586914062500,-1.02783203125000,0
22,2109249789,153.94175720214844,-62.31529235839844,24.09867668151855,0.99992078542709,0.00564522203058,-0.01121878437698,0.00085242558271,0.15598946809769,0.04202997684479,-0.05865734815598,9.32139205932617,2.49368739128113,-3.63841843605042,38.81393814086914,-77.13517761230469,5.86088466644287,-0.97607421875000,-0.27099609375000,-1.00683593750000,0
23,2109266456,155.83087158203125,-61.61687850952148,22.87843894958496,0.99994313716888,0.00717694964260,-0.00761818140745,0.00203981529921,0.19492161273956,0.02995580434799,-0.09984236955643,11.65279388427734,1.73025345802307,-6.09214448928833,49.34503173828125,-52.37871170043945,14.02472686767578,-0.98339843750000,-0.27880859375000,-0.98999023437500,0
24,2109283123,156.74954223632812,-61.98284149169922,22.44662475585938,0.99998152256012,0.00479035731405,0.00223003234714,0.00300558749586,0.22150850296021,0.01256275177002,-0.11411380767822,13.30768775939941,0.68102884292603,-6.82053565979004,32.93561935424805,15.33236122131348,20.66461372375488,-0.98852539062500,-0.27294921875000,-0.98974609375000,0
25,2109299790,157.53453063964844,-63.11508178710938,22.48059844970703,0.99992465972900,0.00720968842506,0.00917809084058,0.00379993021488,0.21629077196121,0.01566582918167,-0.08448433876038,13.02683162689209,0.85428035259247,-4.95627260208130,49.57042694091797,63.10423278808594,26.12653350830078,-0.99267578125000,-0.27490234375000,-1.00122070312500,0
26,2109316457,157.67555236816406,-64.26548004150391,22.86547279357910,0.99993866682053,0.00433851592243,0.00986908562481,0.00253529660404,0.20535093545914,0.01444190740585,-0.06707364320755,12.36229324340820,0.81793940067291,-3.90630435943604,29.82945442199707,67.85487365722656,17.43142509460449,-0.99194335937500,-0.27612304687500,-1.02294921875000,0
27,2109333124,158.11421203613281,-64.96457672119141,23.08577919006348,0.99996477365494,0.00566131621599,0.00598303973675,0.00161976739764,0.19319832324982,0.01323968172073,-0.06249719858170,11.61524391174316,0.75446355342865,-3.68476629257202,38.92402648925781,41.13601303100586,11.13660907745361,-0.99291992187500,-0.27807617187500,-1.03369140625000,0
28,2109349791,158.20811462402344,-66.08380126953125,23.85591125488281,0.99992340803146,0.00703434739262,0.01012083422393,0.00113379675895,0.19038987159729,0.01523447036743,-0.05641633272171,11.45807361602783,0.87753331661224,-3.27553272247314,48.36487960815430,69.58612823486328,7.79545545578003,-0.98999023437500,-0.28222656250000,-1.04638671875000,0
29,2109366458,156.81567382812500,-67.38136291503906,24.85638618469238,0.99992150068283,-0.00402792543173,0.01179878320545,0.00122776161879,0.17217248678207,0.01674985885620,-0.02316164970398,10.34727382659912,0.99770975112915,-1.26367986202240,-27.69414901733398,81.12296295166016,8.44152069091797,-0.95996093750000,-0.28320312500000,-1.06811523437500,0
30,2109383125,157.19126892089844,-67.15937042236328,24.51888465881348,0.99999725818634,0.00065538752824,-0.00220621377230,0.00038067158312,0.14266121387482,0.00895559787750,-0.01890975236893,8.55718326568604,0.53331047296524,-1.15383863449097,4.50602626800537,-15.16851711273193,2.61725497245789,-0.95532226562500,-0.27392578125000,-1.07421875000000,0
31,2109399792,157.85850524902344,-66.66352844238281,24.10926437377930,0.99998635053635,0.00262644421309,-0.00451195798814,-0.00026780925691,0.14370417594910,0.02261346578598,-0.04709678888321,8.60890197753906,1.35162985324860,-2.86819481849670,18.05782127380371,-31.02145957946777,-1.84129250049591,-0.94873046875000,-0.27954101562500,-1.06420898437500,0
32,2109416459,156.93711853027344,-67.17619323730469,24.47875595092773,0.99997669458389,-0.00497536640614,0.00463503040373,0.00063885375857,0.14319455623627,0.03001940250397,-0.05437237024307,8.60769844055176,1.81178498268127,-3.21345639228821,-34.20768356323242,31.86773681640625,4.39238166809082,-0.94921875000000,-0.27392578125000,-1.06738281250000,0
33,2109433126,155.46101379394531,-68.11414337158203,25.37513542175293,0.99994647502899,-0.00554483570158,0.00870712753385,0.00066514592618,0.13018798828125,0.02370560169220,-0.03625929355621,7.83079195022583,1.42903017997742,-2.09955191612244,-38.12340164184570,59.86567306518555,4.57319688796997,-0.92846679687500,-0.26757812500000,-1.08056640625000,0
34,2109449793,154.71430969238281,-68.67649841308594,25.99886703491211,0.99998492002487,-0.00135599076748,0.00531365070492,0.00033511687070,0.11643731594086,0.02909576892853,-0.03772699832916,6.99864435195923,1.74642026424408,-2.22405767440796,-9.32296752929688,36.53342819213867,2.30405974388123,-0.92041015625000,-0.26220703125000,-1.09448242187500,0
35,2109466460,154.74455261230469,-68.47924804687500,25.81784629821777,0.99999779462814,-0.00111225061119,-0.00178186781704,-0.00012309662998,0.12172889709473,0.02548587322235,-0.03391927480698,7.29975605010986,1.53229761123657,-2.04645967483521,-7.64712619781494,-12.25098705291748,-0.84633386135101,-0.93334960937500,-0.25683593750000,-1.09375000000000,0
36,2109483127,154.77612304687500,-67.97438812255859,25.46030235290527,0.99998658895493,-0.00252903159708,-0.00445621740073,-0.00073995534331,0.13821351528168,0.02470517158508,-0.06131184101105,8.27510833740234,1.49773848056793,-3.71179223060608,-17.38807106018066,-30.63822174072266,-5.08747959136963,-0.95629882812500,-0.25781250000000,-1.08911132812500,0
37,2109499794,154.33050537109375,-68.02707672119141,25.49245643615723,0.99999362230301,-0.00353141408414,0.00048033334315,0.00019123591483,0.14195972681046,0.03230702877045,-0.08823758363724,8.52032375335693,1.95541989803314,-5.28320217132568,-24.27978515625000,3.30247020721436,1.31481790542603,-0.95947265625000,-0.25585937500000,-1.09106445312500,0
38,2109516461,153.74098205566406,-68.62763977050781,25.72516250610352,0.99998074769974,-0.00315794441849,0.00505917146802,0.00170700252056,0.12909007072449,0.03265780210495,-0.08740991353989,7.77504777908325,1.96270489692688,-5.19907283782959,-21.71213150024414,34.78383255004883,11.73632621765137,-0.94140625000000,-0.24926757812500,-1.09790039062500,0
39,2109533128,153.43751525878906,-69.05994415283203,25.69647026062012,0.99998879432678,-0.00278426427394,0.00335860624909,0.00184700451791,0.11415201425552,0.02184039354324,-0.08290117979050,6.86807870864868,1.31155908107758,-4.94729995727539,-19.14288330078125,23.09170532226562,12.69886302947998,-0.93188476562500,-0.24267578125000,-1.10375976562500,0
40,2109549795,153.98797607421875,-68.81384277343750,25.13174247741699,0.99999606609344,0.00029848515987,-0.00268752593547,0.00072822533548,0.10714834928513,0.01522678136826,-0.08758884668350,6.41530513763428,0.90734356641769,-5.27275466918945,2.05219459533691,-18.47772407531738,5.00681543350220,-0.92675781250000,-0.24023437500000,-1.10034179687500,0
41,2109566462,155.18298339843750,-68.10596466064453,24.10233688354492,0.99997329711914,0.00216211564839,-0.00697022397071,0.00042197480798,0.10712039470673,0.00888895988464,-0.09343463182449,6.38813734054565,0.51846665143967,-5.65181589126587,14.86544895172119,-47.92320632934570,2.90125322341919,-0.93090820312500,-0.24243164062500,-1.09106445312500,0
42,2109583129,156.42408752441406,-67.05764007568359,22.89992523193359,0.99994969367981,0.00121906213462,-0.00995776709169,-0.00000410620123,0.11183446645737,0.00283002853394,-0.08482283353806,6.65903329849243,0.16359440982342,-5.15612173080444,8.38162803649902,-68.46434783935547,-0.02823206968606,-0.93652343750000,-0.24340820312500,-1.07446289062500,0
43,2109599796,157.29582214355469,-65.94427490234375,21.89133644104004,0.99994689226151,-0.00037550460547,-0.01028581243008,-0.00049652252346,0.12540352344513,0.01308178901672,-0.07137167453766,7.47935914993286,0.79023790359497,-4.35915946960449,-2.58177375793457,-70.71987152099609,-3.41382980346680,-0.94921875000000,-0.24658203125000,-1.05541992187500,0
44,2109616463,158.01132202148438,-64.88427734375000,20.79107475280762,0.99994659423828,-0.00239745993167,-0.01004713308066,0.00027200579643,0.14354485273361,0.03121721744537,-0.06921064853668,8.57103824615479,1.88067698478699,-4.23444318771362,-16.48368644714355,-69.07884979248047,1.87017023563385,-0.96557617187500,-0.24536132812500,-1.03955078125000,0
45,2109633130,159.27368164062500,-64.03842163085938,19.73363685607910,0.99996107816696,0.00277967005968,-0.00829686317593,0.00111041031778,0.17145311832428,0.04063570499420,-0.07159858942032,10.25378990173340,2.41466045379639,-4.38782930374146,19.11147117614746,-57.04463577270508,7.63456630706787,-0.97314453125000,-0.24682617187500,-1.02246093750000,0
46,2109649797,161.03779602050781,-63.50704574584961,18.70303344726562,0.99995380640030,0.00741706229746,-0.00568586867303,0.00225719623268,0.20825284719467,0.02919805049896,-0.07778018712997,12.47213172912598,1.68883216381073,-4.75056838989258,50.99572753906250,-39.09297180175781,15.51926708221436,-0.98632812500000,-0.24877929687500,-1.00659179687500,0
47,2109666464,161.98420715332031,-63.31294631958008,18.21994400024414,0.99998623132706,0.00458165258169,-0.00218060705811,0.00134332291782,0.22935187816620,0.03343129158020,-0.08498603105545,13.75237178802490,1.96395492553711,-5.13816833496094,31.50063896179199,-14.99251937866211,9.23586750030518,-0.99804687500000,-0.25024414062500,-1.00146484375000,0
48,2109683131,162.75175476074219,-63.95849990844727,18.00643539428711,0.99997031688690,0.00512291118503,0.00513991527259,0.00258359499276,0.23228657245636,0.06369888782501,-0.09735894203186,13.97666740417480,3.75598001480103,-5.78918457031250,35.22219467163086,35.33910369873047,17.76331329345703,-1.00244140625000,-0.25146484375000,-1.00463867187500,0
49,2109699798,162.11018371582031,-65.54987335205078,18.66452980041504,0.99990010261536,-0.00030456762761,0.01399676874280,0.00194207392633,0.20809042453766,0.06912052631378,-0.08409017324448,12.56301307678223,4.12437009811401,-4.86893224716187,-2.09408044815063,96.23597717285156,13.35289573669434,-0.99804687500000,-0.24707031250000,-1.02490234375000,0
50,2109716465,160.88552856445312,-66.30561828613281,20.07107734680176,0.99996560811996,0.00062033720315,0.00786373764277,-0.00256907287985,0.19183367490768,0.04624778032303,-0.05138355493546,11.52665042877197,2.80249762535095,-2.99413561820984,4.26508760452271,54.06661224365234,-17.66349411010742,-0.97705078125000,-0.24633789062500,-1.04223632812500,0
51,2109733132,158.19224548339844,-68.74238586425781,22.65655136108398,0.99973332881927,-0.00253951456398,0.02294635213912,-0.00057106558233,0.17591625452042,0.04146456718445,-0.03398960828781,10.59823894500732,2.49882984161377,-1.79044461250305,-17.46162223815918,157.77839660644531,-3.92662930488586,-0.95043945312500,-0.25195312500000,-1.07836914062500,0
52,2109749799,154.82267761230469,-69.74308013916016,24.89068222045898,0.99987679719925,-0.01106432452798,0.01078076008707,-0.00277416594326,0.14448505640030,0.02526348829269,0.00273013114929,8.66254138946533,1.53760480880737,0.27410107851028,-76.07430267333984,74.12461090087891,-19.07416152954102,-0.92846679687500,-0.24462890625000,-1.10498046875000,0
53,2109766466,155.38981628417969,-68.60481262207031,23.92649078369141,0.99994260072708,-0.00282576959580,-0.01024368125945,-0.00137088727206,0.12707048654556,0.01289343833923,-0.01818460226059,7.61157512664795,0.78719186782837,-1.16691470146179,-19.42854690551758,-70.43030548095703,-9.42551994323730,-0.93920898437500,-0.23901367187500,-1.08911132812500,0
54,2109783133,155.77778625488281,-67.85690307617188,23.52923393249512,0.99997812509537,0.00025915075094,-0.00645088963211,-0.00143353082240,0.13819819688797,0.00533682107925,-0.05455374717712,8.27002429962158,0.33122962713242,-3.32670259475708,1.78176689147949,-44.35249328613281,-9.85610866546631,-0.94921875000000,-0.23925781250000,-1.07641601562500,0
55,2109799800,153.60664367675781,-68.35387420654297,24.86471748352051,0.99994897842407,-0.00803144276142,0.00579887162894,-0.00198830291629,0.13344854116440,0.01522815227509,-0.05304545164108,8.02325916290283,0.95501536130905,-3.12875723838806,-55.21996688842773,39.86998367309570,-13.67052268981934,-0.94458007812500,-0.23388671875000,-1.08203125000000,0
56,2109816467,151.54386901855469,-69.07833099365234,26.49014282226562,0.99995577335358,-0.00467904936522,0.00800218060613,-0.00157437380403,0.11804658174515,0.02419745922089,-0.03251069784164,7.09579563140869,1.47200167179108,-1.88707482814789,-32.17060852050781,55.01866149902344,-10.82454299926758,-0.93090820312500,-0.23315429687500,-1.09716796875000,0
57,2109833134,150.58706665039062,-69.21762084960938,27.19373512268066,0.99999380111694,-0.00251283589751,0.00214231386781,-0.00123632978648,0.11680608987808,0.02925318479538,-0.02726238965988,7.00954103469849,1.76791059970856,-1.61628258228302,-17.27667808532715,14.72920417785645,-8.50022602081299,-0.91674804687500,-0.23339843750000,-1.09985351562500,0
58,2109849801,150.60108947753906,-68.90727233886719,26.92761039733887,0.99999421834946,-0.00195184629411,-0.00274510215968,-0.00051470007747,0.12924689054489,0.02898418903351,-0.03313940763474,7.74828052520752,1.74690806865692,-2.00622701644897,-13.41966438293457,-18.87359046936035,-3.53875327110291,-0.91992187500000,-0.22949218750000,-1.09790039062500,0
59,2109866468,150.65098571777344,-68.48409271240234,26.52126884460449,0.99998867511749,-0.00277411937714,-0.00382774136961,-0.00059557333589,0.14258378744125,0.02615302801132,-0.05297082662582,8.54171466827393,1.58309030532837,-3.20655870437622,-19.07312965393066,-26.31718444824219,-4.09479427337646,-0.91894531250000,-0.22753906250000,-1.09399414062500,0
60,2109883135,150.27702331542969,-68.29611206054688,26.56052398681641,0.99999469518661,-0.00284880772233,-0.00134364329278,-0.00082727894187,0.14581078290939,0.02963930368423,-0.07236331701279,8.74115657806396,1.79794108867645,-4.34838199615479,-19.58660507202148,-9.23804473876953,-5.68784809112549,-0.91650390625000,-0.22631835937500,-1.09204101562500,0
61,2109899802,149.77920532226562,-68.32548522949219,26.84393501281738,0.99999767541885,-0.00194843113422,0.00069982465357,-0.00057399459183,0.14299654960632,0.03734678030014,-0.07361787557602,8.58142375946045,2.25429773330688,-4.40659666061401,-13.39616775512695,4.81154727935791,-3.94642019271851,-0.91894531250000,-0.22509765625000,-1.08959960937500,0
62,2109916469,149.50617980957031,-68.21606445312500,27.04527664184570,0.99999922513962,-0.00065448693931,-0.00047270953655,-0.00095268711448,0.14151734113693,0.03601074218750,-0.06824475526810,8.48689746856689,2.17130231857300,-4.09718418121338,-4.49983263015747,-3.25004768371582,-6.55006599426270,-0.91381835937500,-0.22778320312500,-1.09326171875000,0
63,2109933136,149.54493713378906,-67.90480041503906,27.04607391357422,0.99999636411667,0.00043958518654,-0.00231711380184,-0.00128777883947,0.14020156860352,0.03596413135529,-0.07771056890488,8.39834117889404,2.16656899452209,-4.68294763565063,3.02230858802795,-15.93100357055664,-8.85394954681396,-0.91650390625000,-0.22827148437500,-1.08837890625000,0
64,2109949803,149.46714782714844,-67.61437988281250,27.20239448547363,0.99999660253525,0.00067900586873,-0.00189889408648,-0.00163924507797,0.13998001813889,0.03400528430939,-0.07762962579727,8.38640689849854,2.05088758468628,-4.67504167556763,4.66841220855713,-13.05558872222900,-11.27040672302246,-0.93261718750000,-0.23217773437500,-1.08374023437500,0
65,2109966470,149.29354858398438,-67.36732482910156,27.38491439819336,0.99999767541885,0.00005172099918,-0.00152123719454,-0.00153096020222,0.13490337133408,0.03424036502838,-0.07972836494446,8.08363151550293,2.06648969650269,-4.79598999023438,0.35560059547424,-10.45905685424805,-10.52590656280518,-0.96435546875000,-0.23413085937500,-1.08251953125000,0
66,2109983137,149.62640380859375,-67.07811737060547,27.33938217163086,0.99999350309372,0.00263259094208,-0.00222842022777,-0.00105767138302,0.12920290231705,0.02653151750565,-0.07418060302734,7.74039506912231,1.58831560611725,-4.47221565246582,18.10003852844238,-15.32121562957764,-7.27188301086426,-0.94726562500000,-0.24194335937500,-1.07958984375000,0
67,2109999804,150.29191589355469,-66.75650787353516,27.12440109252930,0.99998718500137,0.00417503807694,-0.00277358479798,-0.00067534297705,0.12667852640152,0.01910579204559,-0.06475907564163,7.58899211883545,1.13520085811615,-3.91129827499390,28.70499801635742,-19.06946372985840,-4.64324331283569,-0.93920898437500,-0.24633789062500,-1.07128906250000,0
68,2110016471,151.36380004882812,-66.32205963134766,26.57394027709961,0.99997842311859,0.00503936689347,-0.00421859137714,-0.00008444860578,0.12445884943008,0.01918196678162,-0.06207615137100,7.45151519775391,1.13268673419952,-3.76175618171692,34.64769363403320,-29.00452804565430,-0.58061844110489,-0.94116210937500,-0.25390625000000,-1.06689453125000,0
69,2110033138,152.65925598144531,-65.75653076171875,25.83189392089844,0.99996948242188,0.00547869410366,-0.00556758977473,0.00010030437261,0.13363158702850,0.02260231971741,-0.06071102619171,7.99748945236206,1.33525276184082,-3.69459223747253,37.66835784912109,-38.27955245971680,0.68963533639908,-0.94702148437500,-0.25805664062500,-1.06005859375000,0
70,2110049805,153.73509216308594,-65.23944091796875,25.12073516845703,0.99997925758362,0.00383314210922,-0.00516402348876,0.00035614799708,0.15536063909531,0.03423362970352,-0.06416434049606,9.30220699310303,2.03583240509033,-3.90573525428772,26.35440444946289,-35.50475311279297,2.44866180419922,-0.95117187500000,-0.26660156250000,-1.04931640625000,0
71,2110066472,155.01596069335938,-64.79167938232422,24.18069267272949,0.99997901916504,0.00383310299367,-0.00499680265784,0.00152857881039,0.17869371175766,0.04674446582794,-0.06580942869186,10.70584487915039,2.77301883697510,-4.01273584365845,26.35413169860840,-34.35503387451172,10.50959682464600,-0.95703125000000,-0.27075195312500,-1.04052734375000,0
72,2110083139,156.79534912109375,-64.32298278808594,23.11170196533203,0.99995768070221,0.00719545129687,-0.00534599833190,0.00208263006061,0.20776194334030,0.03801047801971,-0.07222759723663,12.44686031341553,2.22324872016907,-4.41645717620850,49.47198486328125,-36.75615692138672,14.31902599334717,-0.96826171875000,-0.27539062500000,-1.02978515625000,0
73,2110099806,157.75628662109375,-64.36059570312500,22.81778526306152,0.99998021125793,0.00616730935872,-0.00010333675891,0.00124276429415,0.22935420274734,0.02290368080139,-0.10613268613815,13.76200199127197,1.31781733036041,-6.37761211395264,42.40272521972656,-0.71048170328140,8.54450416564941,-0.98437500000000,-0.27856445312500,-1.02172851562500,0
74,2110116473,159.61878967285156,-63.83534622192383,21.95527076721191,0.99993824958801,0.00957343913615,-0.00544080231339,0.00149065814912,0.20628571510315,0.00441879034042,-0.07634770870209,12.35221099853516,0.20260846614838,-4.65040493011475,65.82216644287109,-37.40822601318359,10.24901771545410,-0.99145507812500,-0.28100585937500,-1.02026367187500,0
75,2110133140,160.07405090332031,-65.39411926269531,22.99298858642578,0.99982452392578,0.01225255522877,0.01412510033697,0.00112642254680,0.23771595954895,0.01508831977844,-0.10913765430450,14.35526180267334,0.80971777439117,-6.35690975189209,84.24562072753906,97.12077331542969,7.74500846862793,-0.99291992187500,-0.29760742187500,-1.02685546875000,0
76,2110149807,157.64218139648438,-68.14887237548828,25.52688026428223,0.99967247247696,-0.00078648235649,0.02557356655598,0.00061143934727,0.19086998701096,0.00701409578323,-0.04095703363419,11.51257705688477,0.41567754745483,-2.16360759735107,-5.40793752670288,175.84660339355469,4.20432329177856,-0.95703125000000,-0.29956054687500,-1.07202148437500,0
77,2110166474,156.28286743164062,-70.40791320800781,27.53926086425781,0.99977505207062,0.00467364303768,0.02058301866055,0.00207239389420,0.15382301807404,0.01400911808014,-0.01369374990463,9.24655818939209,0.81783896684647,-0.63539111614227,32.13537216186523,141.52619934082031,14.24951362609863,-0.92919921875000,-0.29760742187500,-1.10888671875000,0
78,2110183141,156.02999877929688,-71.88521575927734,28.10744094848633,0.99991178512573,0.00259001925588,0.01245351321995,0.00382739491761,0.13252305984497,0.00358128547668,0.02092260122299,7.93596982955933,0.18779292702675,1.35376691818237,17.80782699584961,85.62484741210938,26.31547546386719,-0.91308593750000,-0.29638671875000,-1.13476562500000,0
